[2025-03-30T18:15:35.779+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'dag_deliverable', 'query_hive_data', 'manual__2025-03-30T18:15:19.927483+00:00', '--job-id', '178', '--raw', '--subdir', 'DAGS_FOLDER/dag_deliverable.py', '--cfg-path', '/tmp/tmpce76erkr']
[2025-03-30T18:15:35.781+0000] {standard_task_runner.py:91} INFO - Job 178: Subtask query_hive_data
[2025-03-30T18:15:35.806+0000] {task_command.py:426} INFO - Running <TaskInstance: dag_deliverable.query_hive_data manual__2025-03-30T18:15:19.927483+00:00 [running]> on host airflow
[2025-03-30T18:15:35.855+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='dag_deliverable' AIRFLOW_CTX_TASK_ID='query_hive_data' AIRFLOW_CTX_EXECUTION_DATE='2025-03-30T18:15:19.927483+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-03-30T18:15:19.927483+00:00'
[2025-03-30T18:15:35.855+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-03-30T18:15:35.870+0000] {base.py:84} INFO - Using connection ID 'hive_default' for task execution.
[2025-03-30T18:15:35.889+0000] {hive.py:475} INFO - USE `default`
[2025-03-30T18:15:35.910+0000] {hive.py:475} INFO - SELECT * FROM weather.sensor_data 
[2025-03-30T18:15:37.928+0000] {dag_deliverable.py:179} INFO - Resultados de Hive:
[2025-03-30T18:15:37.930+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 25.0, 59.0, 2000.0, 29.1, 59.4, 0.0, 26.2, 53.1, 0.0, 19.02, 100.0, 0.0)
[2025-03-30T18:15:37.930+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 26.1, 58.159374, 2001.0, 28.85625, 60.88125, 0.0, 26.94375, 53.375, 0.0, 20.219376, 92.125, 0.0)
[2025-03-30T18:15:37.930+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 25.83125, 58.178123, 1985.0, 28.90625, 60.78125, 0.0, 26.80625, 52.95625, 0.0, 20.0375, 92.5, 0.0)
[2025-03-30T18:15:37.930+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 25.63125, 58.571877, 1996.0, 28.95625, 60.58125, 0.0, 26.6875, 52.80625, 0.0, 19.89125, 92.875, 0.0)
[2025-03-30T18:15:37.930+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 25.45, 58.753124, 1968.0, 28.9875, 60.375, 0.0, 26.575, 52.80625, 0.0, 19.725624, 93.25, 0.0)
[2025-03-30T18:15:37.930+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 25.30625, 58.996876, 1985.0, 29.00625, 60.13125, 0.0, 26.48125, 53.04375, 0.0, 19.525625, 93.625, 0.0)
[2025-03-30T18:15:37.931+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 25.16875, 59.271873, 1999.0, 29.025, 59.825, 0.0, 26.39375, 53.20625, 0.0, 19.328125, 94.0, 0.0)
[2025-03-30T18:15:37.931+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 25.0625, 59.428123, 2000.0, 29.04375, 59.58125, 0.0, 26.3, 53.28125, 0.0, 19.18375, 94.0, 0.0)
[2025-03-30T18:15:37.931+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.95625, 59.578125, 1967.0, 29.0625, 59.38125, 0.0, 26.21875, 53.34375, 0.0, 19.04375, 94.375, 0.0)
[2025-03-30T18:15:37.931+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.853125, 59.678123, 1968.0, 29.06875, 59.19375, 0.0, 26.15, 53.375, 0.0, 18.87, 94.375, 0.0)
[2025-03-30T18:15:37.931+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.759375, 59.765625, 2010.0, 29.06875, 59.03125, 0.0, 26.08125, 53.40625, 0.0, 18.68125, 94.375, 0.0)
[2025-03-30T18:15:37.931+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.671875, 59.865623, 1978.0, 29.06875, 58.8625, 0.0, 26.0125, 53.44375, 0.0, 18.540625, 94.75, 0.0)
[2025-03-30T18:15:37.931+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.584375, 59.878124, 1918.0, 29.05625, 58.69375, 0.0, 25.9375, 53.4625, 0.0, 18.38875, 95.125, 0.0)
[2025-03-30T18:15:37.931+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.50625, 59.85, 1968.0, 29.05, 58.56875, 0.0, 25.875, 53.45625, 0.0, 18.23875, 95.5, 0.0)
[2025-03-30T18:15:37.931+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.43125, 59.8875, 1943.0, 29.04375, 58.41875, 0.0, 25.80625, 53.4375, 0.0, 18.1125, 95.875, 0.0)
[2025-03-30T18:15:37.932+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.35625, 59.83125, 1926.0, 29.025, 58.25625, 0.0, 25.7375, 53.40625, 0.0, 17.993126, 95.875, 0.0)
[2025-03-30T18:15:37.932+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.275, 59.86875, 1914.0, 29.0, 58.11875, 0.0, 25.68125, 53.375, 0.0, 17.88, 95.875, 0.0)
[2025-03-30T18:15:37.932+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.20625, 59.8625, 1947.0, 28.98125, 57.99375, 0.0, 25.61875, 53.35625, 0.0, 17.826876, 96.25, 0.0)
[2025-03-30T18:15:37.932+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.1375, 59.90625, 1950.0, 28.95625, 57.88125, 0.0, 25.55625, 53.34375, 0.0, 17.778126, 96.625, 0.0)
[2025-03-30T18:15:37.932+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.06875, 59.94375, 1936.0, 28.925, 57.775, 0.0, 25.49375, 53.33125, 0.0, 17.82125, 96.625, 0.0)
[2025-03-30T18:15:37.932+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.01875, 59.975, 1911.0, 28.89375, 57.68125, 0.0, 25.43125, 53.3125, 0.0, 17.92125, 96.625, 0.0)
[2025-03-30T18:15:37.932+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 23.9875, 59.95, 1964.0, 28.86875, 57.59375, 0.0, 25.36875, 53.14375, 0.0, 18.110624, 96.25, 0.0)
[2025-03-30T18:15:37.932+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 23.9625, 59.80625, 1965.0, 28.84375, 57.51875, 0.0, 25.3125, 53.05625, 0.0, 18.309376, 95.875, 0.0)
[2025-03-30T18:15:37.932+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 23.95625, 59.64375, 1931.0, 28.80625, 57.0375, 0.0, 25.28125, 53.0875, 0.0, 18.555626, 95.1875, 0.0)
[2025-03-30T18:15:37.933+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.0, 59.94375, 1941.0, 28.75625, 56.6125, 0.0, 25.2625, 53.475, 0.0, 18.828125, 94.125, 0.0)
[2025-03-30T18:15:37.933+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.075, 60.375, 1967.0, 28.71875, 56.43125, 0.0, 25.2625, 54.025, 0.0, 19.191875, 93.75, 0.0)
[2025-03-30T18:15:37.933+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.1625, 60.7625, 1967.0, 28.68125, 56.325, 0.0, 25.28125, 54.7375, 0.0, 19.56, 93.375, 0.0)
[2025-03-30T18:15:37.933+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.29375, 61.0625, 1905.0, 28.6375, 56.33125, 0.0, 25.325, 55.41875, 0.0, 19.955, 92.375, 0.0)
[2025-03-30T18:15:37.933+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.43125, 61.45625, 1881.0, 28.60625, 56.38125, 0.0, 25.38125, 56.0875, 0.0, 20.36375, 91.375, 0.0)
[2025-03-30T18:15:37.933+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.58125, 61.8625, 1946.0, 28.56875, 56.43125, 0.0, 25.45, 56.725, 0.0, 20.876875, 89.6875, 0.0)
[2025-03-30T18:15:37.933+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.7375, 62.175, 1945.0, 28.5375, 56.53125, 0.0, 25.5375, 57.31875, 0.0, 21.396875, 88.0, 0.0)
[2025-03-30T18:15:37.933+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 24.90625, 62.525, 1967.0, 28.5125, 56.66875, 0.0, 25.63125, 57.89375, 0.0, 21.960625, 86.0625, 0.0)
[2025-03-30T18:15:37.933+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 25.0875, 62.8625, 1978.0, 28.4875, 56.75, 0.0, 25.73125, 58.45625, 0.0, 22.534374, 84.125, 0.0)
[2025-03-30T18:15:37.934+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 25.278126, 63.1875, 1976.5, 28.45625, 56.84375, 0.0, 25.84375, 59.01875, 0.0, 23.0875, 81.9375, 0.0)
[2025-03-30T18:15:37.934+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 25.484375, 63.425, 1975.0, 28.43125, 56.90625, 0.0, 25.9625, 59.65, 0.0, 23.63375, 79.75, 0.0)
[2025-03-30T18:15:37.934+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 25.703125, 64.0, 2032.0, 28.40625, 56.96875, 0.0, 26.09375, 60.45625, 0.0, 24.15875, 77.9375, 0.0)
[2025-03-30T18:15:37.934+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 25.915625, 64.51875, 2033.0, 28.38125, 57.025, 0.0, 26.23125, 61.175, 0.0, 24.65875, 76.125, 0.0)
[2025-03-30T18:15:37.934+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 26.128124, 64.95, 2062.0, 28.3625, 57.1125, 0.0, 26.375, 61.9125, 0.0, 25.153126, 74.25, 0.0)
[2025-03-30T18:15:37.934+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 26.328125, 65.41875, 2039.0, 28.34375, 57.175, 0.0, 26.51875, 62.53125, 0.0, 25.645624, 72.375, 0.0)
[2025-03-30T18:15:37.934+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 26.471874, 65.25, 2055.0, 28.325, 57.4, 0.0, 26.64375, 62.79375, 0.0, 26.1075, 70.8125, 0.0)
[2025-03-30T18:15:37.934+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 26.571875, 64.45625, 2031.0, 28.3125, 57.40625, 0.0, 26.74375, 62.3875, 0.0, 26.551874, 69.25, 0.0)
[2025-03-30T18:15:37.934+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 26.653126, 63.46875, 2021.0, 28.2875, 57.3375, 0.0, 26.825, 61.7375, 0.0, 26.940624, 67.375, 0.0)
[2025-03-30T18:15:37.934+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 26.721874, 62.58125, 1987.0, 28.26875, 57.2375, 0.0, 26.89375, 60.95625, 0.0, 27.38625, 65.0625, 0.0)
[2025-03-30T18:15:37.935+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 26.746876, 61.7, 2000.0, 28.25625, 57.175, 0.0, 26.94375, 60.19375, 0.0, 27.786875, 63.375, 0.0)
[2025-03-30T18:15:37.935+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 26.821875, 60.70625, 1995.0, 28.2375, 57.14375, 0.0, 26.9875, 59.43125, 0.0, 28.18625, 61.3125, 0.0)
[2025-03-30T18:15:37.935+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 26.890625, 59.73125, 1968.0, 28.21875, 57.09375, 0.0, 27.01875, 58.69375, 0.0, 28.560625, 59.75, 0.0)
[2025-03-30T18:15:37.935+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 26.965626, 58.7125, 2000.0, 28.2, 57.04375, 0.0, 27.04375, 57.99375, 0.0, 28.916876, 58.1875, 0.0)
[2025-03-30T18:15:37.935+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.046875, 57.6875, 1991.0, 28.18125, 56.9625, 0.0, 27.0625, 57.28125, 0.0, 29.275, 56.6875, 0.0)
[2025-03-30T18:15:37.935+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.128124, 56.6375, 2014.0, 28.16875, 56.925, 0.0, 27.075, 56.55625, 0.0, 29.62125, 55.1875, 0.0)
[2025-03-30T18:15:37.935+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.2, 55.6125, 1973.0, 28.15, 56.45, 0.0, 27.09375, 55.85625, 0.0, 29.92625, 53.9375, 0.0)
[2025-03-30T18:15:37.935+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.25625, 54.95625, 2015.0, 28.1375, 56.19375, 0.0, 27.1125, 55.36875, 0.0, 30.23875, 52.6875, 0.0)
[2025-03-30T18:15:37.935+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.29375, 54.275, 2002.0, 28.13125, 56.11875, 0.0, 27.13125, 54.79375, 0.0, 30.488125, 51.125, 0.0)
[2025-03-30T18:15:37.936+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.325, 53.73125, 2375.0, 28.125, 56.06875, 0.0, 27.15, 54.39375, 0.0, 30.718124, 49.5625, 0.0)
[2025-03-30T18:15:37.936+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.34375, 53.3125, 2439.0, 28.11875, 56.04375, 0.0, 27.175, 54.0, 0.0, 30.90375, 48.625, 0.0)
[2025-03-30T18:15:37.936+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.375, 52.26875, 2337.0, 28.125, 56.09375, 0.0, 27.18125, 53.25625, 0.0, 31.08625, 47.6875, 0.0)
[2025-03-30T18:15:37.936+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.45, 51.825, 2283.0, 28.15625, 56.7, 0.0, 27.1875, 52.75, 0.0, 31.258125, 46.75, 0.0)
[2025-03-30T18:15:37.936+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.5125, 51.54375, 2234.0, 28.19375, 57.44375, 0.0, 27.20625, 52.525, 0.0, 31.475, 45.5, 0.0)
[2025-03-30T18:15:37.936+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.575, 51.46875, 2219.0, 28.225, 57.36875, 0.0, 27.225, 52.4, 0.0, 31.684376, 44.375, 0.0)
[2025-03-30T18:15:37.936+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.5875, 51.60625, 2149.0, 28.2625, 57.4875, 0.0, 27.24375, 52.48125, 0.0, 31.8225, 43.6875, 0.0)
[2025-03-30T18:15:37.936+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.65, 51.89375, 2254.0, 28.29375, 57.43125, 0.0, 27.26875, 52.75, 0.0, 31.9525, 43.0, 0.0)
[2025-03-30T18:15:37.936+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.68125, 52.36875, 2314.0, 28.325, 57.3, 0.0, 27.3125, 53.1125, 0.0, 32.0875, 42.6875, 0.0)
[2025-03-30T18:15:37.937+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.70625, 52.85625, 2389.0, 28.35625, 57.1625, 0.0, 27.35625, 53.50625, 0.0, 32.126877, 42.375, 0.0)
[2025-03-30T18:15:37.937+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.73125, 53.39375, 2382.0, 28.3875, 57.00625, 0.0, 27.4, 53.9375, 0.0, 32.16125, 42.0625, 0.0)
[2025-03-30T18:15:37.937+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.75, 54.00625, 2368.0, 28.4125, 56.88125, 0.0, 27.44375, 54.41875, 0.0, 32.14125, 42.0625, 0.0)
[2025-03-30T18:15:37.937+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.7375, 54.18125, 2342.0, 28.44375, 56.63125, 0.0, 27.4875, 54.6, 0.0, 32.113125, 42.0625, 0.0)
[2025-03-30T18:15:37.937+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.75, 54.76875, 2260.0, 28.475, 56.88125, 0.0, 27.5375, 54.95, 0.0, 32.035, 42.0625, 0.0)
[2025-03-30T18:15:37.937+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.78125, 55.0625, 2277.0, 28.50625, 57.04375, 0.0, 27.59375, 55.09375, 0.0, 31.943125, 42.0625, 0.0)
[2025-03-30T18:15:37.937+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.8, 54.69375, 2192.0, 28.53125, 56.79375, 0.0, 27.63125, 54.94375, 0.0, 31.741875, 42.75, 0.0)
[2025-03-30T18:15:37.937+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.81875, 54.20625, 2180.0, 28.55625, 56.45, 0.0, 27.64375, 54.51875, 0.0, 31.5375, 43.4375, 0.0)
[2025-03-30T18:15:37.937+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.85, 53.75625, 2183.0, 28.56875, 56.04375, 0.0, 27.65625, 54.1, 0.0, 31.228125, 44.8125, 0.0)
[2025-03-30T18:15:37.938+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.875, 54.075, 2182.0, 28.575, 55.65625, 0.0, 27.7, 54.48125, 0.0, 30.910625, 46.1875, 0.0)
[2025-03-30T18:15:37.938+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.86875, 54.35625, 2183.0, 28.55625, 54.925, 0.0, 27.74375, 54.7, 0.0, 30.53375, 47.5625, 0.0)
[2025-03-30T18:15:37.938+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.8625, 54.60625, 2148.0, 28.53125, 54.18125, 0.0, 27.76875, 54.85625, 0.0, 30.089375, 49.25, 0.0)
[2025-03-30T18:15:37.938+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.84375, 54.7625, 2155.0, 28.5125, 54.06875, 0.0, 27.79375, 55.03125, 0.0, 29.6, 51.3125, 0.0)
[2025-03-30T18:15:37.938+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.86875, 54.63125, 2161.0, 28.48125, 53.7, 0.0, 27.81875, 54.95, 0.0, 29.119375, 53.375, 0.0)
[2025-03-30T18:15:37.938+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.88125, 54.54375, 2122.0, 28.45625, 53.46875, 0.0, 27.85, 54.7, 0.0, 28.591875, 55.4375, 0.0)
[2025-03-30T18:15:37.938+0000] {dag_deliverable.py:181} INFO - ('2023-08-18', 27.875, 54.41875, 2114.0, 28.4375, 53.3125, 0.0, 27.875, 54.575, 0.0, 28.04875, 57.5, 0.0)
